Job,Respondent_Serial,cfmc_case_id,UniqueID,qday1typical,qday1triptravelcode01,qday1triptravelcode02,qday1triptravelcode03,qday1triptravelcode04,qday1triptravelcode05,qday1triptravelcode06,qday1triptravelcode07,qday1triptravelcode08,qday1triptravelcode09,qday1triptravelcode10,qday1triptravelcode11,qday1triptravelcode12,qday1triptravelcode13,qday1triptravelcode14,qday1triptravelcode15,qday1triptravelcode16,qday1triptravelcode17,qday1triptravelcode18,qday1triptravelcode19,qday1triptravelcode20,qday1triptravelcode21,qday1triptravelcode22,qday1triptravelcode23,qday1triptravelcode24,qday1triptravelcode25,qday1triptravelcode26,qday1trippurpose,qday1tripdestination,qday1triplength,qDAY1TRIP1TRANSITTO1,qDAY1TRIP1TRANSITTO2,qDAY1TRIP1TRANSITTO3,qDAY1TRIP1TRANSITTO4,qDAY1TRIP1TRANSITTO5,qDAY1TRIP1TRANSITTO6,qDAY1TRIP1TRANSITTO7,qDAY1TRIP1TRANSITFROM1,qDAY1TRIP1TRANSITFROM2,qDAY1TRIP1TRANSITFROM3,qDAY1TRIP1TRANSITFROM4,qDAY1TRIP1TRANSITFROM5,qDAY1TRIP1TRANSITFROM6,qDAY1TRIP1TRANSITFROM7,qday,qgender,qage,qrace,qhispanic,qeducation,qincome,qBorough1,qBorough2,qBorough3,qBorough4,qBorough5,qcaraccess,qcarchange,qDISABILITY1,qDISABILITY2,qDISABILITY3,qDISABILITY4,qDISABILITY5,qDISABILITY6,qDISABILITY7,qDISABILITY8,qsmartphone,qSurveyZone,Qagecode_final1,Qagecode_final2,Qagecode_final3,Qagecode_final4,Qagecode_final5,Qagecode_final6,Qagecode_final7,qcitibike,Filt_Number_of_Trips,qWPSurveyZone01,qWPSurveyZone02,qWPSurveyZone03,qWPSurveyZone04,qWPSurveyZone05,qWPSurveyZone06,qWPSurveyZone07,qWPSurveyZone08,qWPSurveyZone09,qWPSurveyZone10,qday1trip1start,qday1trip1_outsidenyc_start,qday1trip1startcode,qday1trip1end,qday1trip1_outsidenyc_end,DAY1TRIPNTANAMECMB,qday1trip1park,qday1trip1parkpay,qday1trip1parkpay_amount,qday1trip1bikestore,qday1triptravelcode_sp,qModeGrouping,qSustainableMode,allwt,BOROUGHWt,racewt,eduwt,agegenwt
1, ,10001449,230001449,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1, ,130, , , , , , , , , , , , , , ,6,2,74,1,1,7,11,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, , ,1, , , , ,0, ,24,9,2,0.607144679,3,1,2,6
1, ,10001455,230001455,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5, , , , , , , , , , , , , , ,6,1,71,1,1,5,11,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,2,4, , , , , , , , , , ,1, , ,5, , ,6,2,0, ,11,6,2,0.686312929,3,1,2,3
1, ,10001456,230001456,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,90, , , , , , , , , , , , , , ,6,2,68,1,1,6,6,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,8, , ,1, , ,2,2,0, ,11,6,2,0.607144679,3,1,2,6
1, ,10001466,230001466,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,59, , , , , , , , , , , , , , ,6,2,26,2,1,4,2,0,0,1,0,0,3, ,0,0,0,0,0,1,0,0,1,8,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1, , ,1, , , , ,0, ,2,5,1,1.069064319,3,2,1,4
1, ,10001475,230001475,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,35, , , , , , , , , , , , , , ,6,1,45,6,5,4,1,0,0,0,0,1,3, ,0,0,0,0,0,1,0,0,1,9,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,5, , ,1, , , , ,0, ,1,8,1,2.125845896,5,5,1,2
1, ,10001478,230001478,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,120, , , , , , , , , , , , , , ,7,2,74,1,5,1,2,0,1,0,0,0,3, ,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,4, , ,1, , , , ,0, ,1,8,1,1.483655848,2,1,1,6
1, ,10001479,230001479,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,20, , , , , , , , , , , , , , ,7,1,69,1,1,3,5,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,6, , ,1, , , , ,0, ,3,3,1,1.430310348,3,1,1,3
1, ,10001481,230001481,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,7,2,62,1,1,6,6,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,2,6, , , , , , , , , , ,6, , ,1, , ,2,2,0, ,11,6,2,0.607144679,3,1,2,6
1, ,10001482,230001482,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, ,20, , , , , , , , , , , , , , ,7,1,75,1,1,3,11,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, , ,1, , ,2,2,0, ,11,6,2,1.430310348,3,1,1,3
1, ,10001484,230001484,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,15, , , , , , , , , , , , , , ,7,2,55,6,3,3,2,0,1,0,0,0,3, ,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,3, , ,1, , , , ,0, ,3,3,1,1.008367623,2,5,1,6
1, ,10001490,230001490,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , ,7,1,55,1,1,6,7,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,2,5, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.686312929,3,1,2,3
1, ,10001498,230001498,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,40, , , , , , , , , , , , , , ,7,2,50,2,5,2,1,0,0,0,0,1,3, ,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,1.543563667,5,2,1,5
1, ,10001505,230001505,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1, ,1, , , , , , , , , , , , , , ,7,2,77,9,5,3,11,0,1,0,0,0,3, ,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,10, , ,1, , , , ,0, ,24,9,2,1.239136325,2,7,1,6
1, ,10001507,230001507,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,30, , , , , , , , , , , , , , ,7,2,48,1,3,4,1,0,1,0,0,0,3, ,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,6, , ,1, , , , ,0, ,2,5,1,2.008470788,2,1,1,5
1, ,10001509,230001509,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,90, , , , , , , , , , , , , , ,7,2,74,2,5,6,3,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,1,0,2,5, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.525546859,2,2,2,6
1, ,10001522,230001522,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,7,2,92,1,1,3,11,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,3,3,1,1.483655848,2,1,1,6
1, ,10001525,230001525,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , ,7,2,33,2,1,6,3,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,1, , ,1, , , , ,0, ,2,5,1,0.601490280,2,2,2,4
1, ,10001533,230001533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1, ,22, , , , , , , , , , , , , , ,1,1,58,2,1,4,4,0,0,1,0,0,3, ,0,0,1,0,0,0,0,0,1,8,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,4, , ,1, , , , ,0, ,24,9,2,1.055885080,3,2,1,3
1, ,10001541,230001541,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,10, , , , , , , , , , , , , , ,1,1,68,1,1,7,8,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,1,0,1,4, , , , , , , , , , ,1, , ,13, , , , ,0, ,15,1,2,0.804739019,2,1,2,3
1, ,10001552,230001552,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,1,2,71,6,5,2,1,0,1,0,0,0,3, ,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,6, , ,1, , , , ,0, ,3,3,1,1.008367623,2,5,1,6
1, ,10001562,230001562,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,1,2,61,1,1,6,6,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,9, , ,1, , , , ,0, ,1,8,1,0.711909966,2,1,2,6
1, ,10001582,230001582,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,90, , , , , , , , , , , , , , ,2,2,69,1,1,7,11,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, , ,13, , , , ,0, ,2,5,1,0.395192743,1,1,2,6
1, ,10001584,230001584,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, ,5, , , , , , , , , , , , , , ,2,1,27,2,5,7,4,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,9, , ,1, , , , ,0, ,1,8,1,0.992909048,2,2,2,1
1, ,10001585,230001585,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,2,2,68,1,1,6,3,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,2, , ,1, , ,4,2,0, ,11,6,2,0.607144679,3,1,2,6
1, ,10001587,230001587,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,60, , , , , , , , , , , , , , ,2,1,22,6,5,6,10,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.914131798,2,5,2,1
1, ,10001588,230001588,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, ,180, , , , , , , , , , , , , , ,2,2,63,2,5,1,2,0,0,1,0,0,3, ,1,1,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,4, , ,1, , ,3,2,0, ,12,6,2,0.934085576,3,2,1,6
1, ,10001590,230001590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,15, , , , , , , , , , , , , , ,2,1,52,7,5,6,11,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,9, , ,1, , , , ,0, ,17,1,2,0.654993729,2,6,2,2
1, ,10001592,230001592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,2,2,70,1,1,7,11,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,5,0,1,0,0,0,0,0,0,0,0,2, , ,1, , , , ,0, ,1,8,1,0.711909966,2,1,2,6
1, ,10001593,230001593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,15, , , , , , , , , , , , , , ,2,1,56,1,1,7,9,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,2,5, , , , , , , , , , ,6, , ,5, , , , ,0, ,1,8,1,0.804739019,2,1,2,3
1, ,10001594,230001594,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,2,2,68,9,1,6,4,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,4, , ,1, , , , ,0, ,1,8,1,0.594580947,2,7,2,6
1, ,10001595,230001595,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,2,1,64,1,1,7,6,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,4, , ,1, , , , ,0, ,3,3,1,0.804739019,2,1,2,3
1, ,10001599,230001599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10, , , , , , , , , , , , , , ,2,2,70,1,1,7,9,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,1, , ,8, , , , ,0, ,1,8,1,0.607144679,3,1,2,6
1, ,10001600,230001600,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , ,2,2,50,2,1,6,11,0,0,1,0,0,3, ,0,0,0,0,0,1,0,0,2,8,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.606751575,3,2,2,5
1, ,10001602,230001602,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,15, , , , , , , , , , , , , , ,2,2,66,1,1,6,5,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,3,3,1,0.711909966,2,1,2,6
1, ,10001604,230001604,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,2,1,67,1,1,7,8,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,9, , ,1, , ,1,2,0, ,11,6,2,0.446723653,1,1,2,3
1, ,10001613,230001613,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,3,2,73,3,1,5,6,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,5, , ,1, , , , ,0, ,3,3,1,1.718592361,2,3,2,6
1, ,10001615,230001615,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,30, , , , , , , , , , , , , , ,3,2,69,1,1,7,8,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,11, , ,1, , , , ,0, ,1,8,1,0.711909966,2,1,2,6
1, ,10001616,230001616,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,3,1,70,1,1,7,11,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,10, , ,1, , , , ,0, ,1,8,1,0.958809087,4,1,2,3
1, ,10001621,230001621,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,15, , , , , , , , , , , , , , ,3,1,70,2,1,7,9,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,13, , ,1, , , , ,0, ,1,8,1,0.594075212,2,2,2,3
1, ,10001623,230001623,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,25, , , , , , , , , , , , , , ,3,2,60,1,1,7,11,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,2, , ,10, , , , ,0, ,2,5,1,0.607144679,3,1,2,6
1, ,10001624,230001624,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,30, , , , , , , , , , , , , , ,3,2,31,1,1,7,9,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,8,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,5, , ,1, , ,2,2,0, ,11,6,2,0.694879280,3,1,2,4
1, ,10001634,230001634,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,3,2,62,2,1,6,5,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,2, , ,1, , , , ,0, ,3,3,1,0.525546859,2,2,2,6
1, ,10001639,230001639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,20, , , , , , , , , , , , , , ,3,2,83,6,5,3,10,0,1,0,0,0,3, ,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,2, , ,1, , , , ,0, ,1,8,1,1.008367623,2,5,1,6
1, ,10001644,230001644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1, ,453, , , , , , , , , , , , , , ,3,1,59,1,1,6,11,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,3, , , , , , , , , , ,2, , ,1, , , , ,0,7,22,7,1,0.446723653,1,1,2,3
1, ,10001659,230001659,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,120, , , , , , , , , , , , , , ,4,2,65,6,5,2,1,0,1,0,0,0,3, ,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,8, , ,1, , , , ,0, ,2,5,1,1.008367623,2,5,1,6
1, ,10001677,230001677,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,4,2,31,1,1,6,6,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.452299523,1,1,2,4
1, ,10001703,230001703,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,40, , , , , , , , , , , , , , ,4,1,24,2,1,6,3,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2, , ,1, , , , ,0, ,2,5,1,0.551179881,1,2,2,1
1, ,10001719,230001719,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,40, , , , , , , , , , , , , , ,4,2,61,1,1,4,5,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,2, , ,1, , ,1,2,0, ,11,6,2,1.265319769,3,1,1,6
1, ,10001720,230001720,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,5, , , , , , , , , , , , , , ,4,1,75,2,1,4,3,0,0,1,0,0,3, ,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,5, , ,1, , , , ,0, ,1,8,1,1.055885080,3,2,1,3
1, ,10001723,230001723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,15, , , , , , , , , , , , , , ,4,2,60,2,1,4,5,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,2, , ,5, , ,5,2,0, ,11,6,2,0.934085576,3,2,1,6
1, ,10001724,230001724,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,4,2,58,1,1,6,7,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.711909966,2,1,2,6
1, ,10001730,230001730,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , ,4,2,66,3,1,6,6,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,2, , ,1, , ,2,2,0, ,11,6,2,1.465682822,3,3,2,6
1, ,10001736,230001736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,5,1,81,6,5,2,1,0,0,1,0,0,3, ,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,4, , ,1, , , , ,0, ,1,8,1,0.972111321,3,5,1,3
1, ,10001741,230001741,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, ,12, , , , , , , , , , , , , , ,5,2,67,2,5,5,5,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,2,3, , , , , , , , , , ,5, , ,1, , ,4,1,170, ,11,6,2,0.448206929,3,2,2,6
1, ,10001746,230001746,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,30, , , , , , , , , , , , , , ,5,2,999,1,1,6,11,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,3,3,1,0.616019739,1,1,2,7
1, ,10001748,230001748,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,20, , , , , , , , , , , , , , ,5,2,43,1,1,4,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,1,0,0,0,2, , ,1, , , , ,0, ,2,5,1,1.114934638,1,1,1,5
1, ,10001749,230001749,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,8, , , , , , , , , , , , , , ,5,2,23,1,1,3,1,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,2,7,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,2, , ,1, , , , ,0, ,1,8,1,0.942614747,1,1,1,4
1, ,10001750,230001750,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,10, , , , , , , , , , , , , , ,5,2,19,2,1,4,7,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,2, , ,1, , , , ,0, ,3,3,1,0.695857965,1,2,1,4
1, ,10001753,230001753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,5,2,28,1,1,3,11,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,1,8,1,0.942614747,1,1,1,4
1, ,10001767,230001767,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,25, , , , , , , , , , , , , , ,6,1,77,1,1,7,9,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,10, , ,1, , ,5,2,0, ,11,6,2,0.446723653,1,1,2,3
1, ,10001777,230001777,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,153, , , , , , , , , , , , , , ,6,2,55,1,1,4,9,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,0,2,5, , , , , , , , , , ,5, , ,1, , ,2,2,0, ,11,6,2,0.823601371,1,1,1,6
1, ,10001779,230001779,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,45, , , , , , , , , , , , , , ,6,1,51,2,1,6,11,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,2,3, , , , , , , , , , ,2, , ,1, , , , ,0, ,2,5,1,0.590793304,1,2,2,2
1, ,10001813,230001813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,40, , , , , , , , , , , , , , ,6,2,50,2,1,7,5,1,0,0,0,0,3, ,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,2, , ,1, , , , ,0, ,1,8,1,0.394936870,1,2,2,5
